1,0.9666666666666667
2,0.9583333333333334
3,0.9083333333333333
4,0.8416666666666667
5,0.9416666666666667
6,0.85
7,0.7833333333333333
8,0.8
9,0.7666666666666667
10,0.9083333333333333
11,0.8416666666666667
12,0.525
13,0.45
14,0.725
15,0.5666666666666667
16,0.475
17,0.4666666666666667
18,0.7
19,0.9583333333333334
20,0.95
21,0.9083333333333333
22,0.9583333333333334
23,0.925
24,0.9416666666666667
25,0.975
26,0.9166666666666666
27,0.9833333333333333
28,0.9666666666666667
29,0.975
30,0.9416666666666667
31,0.9416666666666667
32,0.9583333333333334
33,0.95
34,0.9666666666666667
35,0.8916666666666667
36,0.975
37,0.9666666666666667
38,0.9833333333333333
39,0.9416666666666667
40,0.9916666666666667
41,0.95
42,0.9666666666666667
43,0.9583333333333334
44,0.9833333333333333
45,0.9583333333333334
46,0.9833333333333333
47,0.9833333333333333
48,0.9833333333333333
49,0.95
50,0.875
51,1.0
52,0.875
53,0.9
54,0.9416666666666667
55,0.95
56,0.8083333333333333
57,0.95
58,0.8666666666666667
59,1.0
60,0.7833333333333333
61,0.9916666666666667
62,0.9916666666666667
63,0.9833333333333333
64,0.9916666666666667
65,0.8666666666666667
66,0.8583333333333333
67,0.975
68,0.9083333333333333
69,0.8416666666666667
70,0.9666666666666667
71,0.95
72,0.8916666666666667
73,0.9583333333333334
74,0.9
75,0.9833333333333333
76,0.9583333333333334
77,0.9416666666666667
78,0.9666666666666667
79,0.9333333333333333
80,0.9166666666666666
81,0.9416666666666667
82,0.9666666666666667
83,0.875
84,0.9333333333333333
85,0.5
